user_id,dwell_mean,dwell_median,dwell_std,dwell_min,dwell_max,DU_mean,DU_median,DU_std,DU_min,DU_max,DD_mean,DD_median,DD_std,DD_min,DD_max,UD_flight_mean,UD_flight_median,UD_flight_std,UD_flight_min,UD_flight_max,UU_mean,UU_median,UU_std,UU_min,UU_max,DU_tri_mean,DU_tri_median,DU_tri_std,DU_tri_min,DU_tri_max,DD_tri_mean,DD_tri_median,DD_tri_std,DD_tri_min,DD_tri_max,text_type,del_freq,backspace_freq,total_time,label,session_id
41,114.13422818791946,104.0,49.1961954305358,32.0,419.0,461.9662162162162,406.0,230.42647286088763,233.0,1794.0,349.0810810810811,286.5,224.28833827744742,100.0,1659.0,234.88513513513513,183.0,232.26194816768472,-137.0,1526.0,347.77027027027026,294.5,238.30644236082824,-55.0,1661.0,813.0612244897959,735.0,318.38759493650076,410.0,2107.0,700.0272108843537,642.0,312.6317354240007,304.0,1985.0,fixed,3.0,0.0,51769.0,Sad,41_S_fixed
44,92.34905660377359,88.0,43.002489171386,24.0,435.0,392.7251184834123,346.0,185.44461446136424,177.0,1766.0,301.87203791469193,270.0,179.15122030901176,49.0,1637.0,209.50236966824644,181.0,184.64504878814643,-300.0,1521.0,300.3554502369668,265.0,186.94481412886876,-187.0,1650.0,692.0333333333333,634.5,282.3787097599212,319.0,2539.0,602.8190476190476,541.5,278.5564559599784,224.0,2412.0,fixed,5.0,0.0,63783.0,Neutral,44_N_fixed
44,111.05,109.0,34.5845486770356,41.0,266.0,427.978417266187,398.0,166.04078718517025,191.0,1142.0,318.0431654676259,283.0,168.60024199716145,84.0,1056.0,207.1294964028777,179.0,171.93063290017486,-180.0,955.0,317.0647482014389,294.0,168.30817183020983,-60.0,1041.0,745.6739130434783,693.0,245.79349124092187,380.0,1743.0,635.8115942028985,588.0,247.25345460376963,286.0,1657.0,fixed,1.0,0.0,44338.0,Sad,44_S_fixed
47,87.58988764044943,80.0,61.38031216946686,-108.0,750.0,347.49152542372883,288.0,187.52600179235958,51.0,1105.0,260.08474576271186,208.0,179.3845179421841,2.0,1025.0,171.38983050847457,128.0,181.73898149817452,-130.0,945.0,258.79661016949154,208.0,189.4903853096705,-47.0,1025.0,608.5511363636364,546.0,268.36569442005526,238.0,1790.0,521.3011363636364,453.0,255.06269301904945,158.0,1537.0,fixed,13.0,0.0,46143.0,Angry,47_A_fixed
47,82.353711790393,79.0,34.8051184318761,2.0,394.0,364.8157894736842,284.5,244.96253658690767,63.0,1595.0,283.0394736842105,207.0,239.27186392612504,6.0,1506.0,200.609649122807,127.5,241.81578398992173,-152.0,1425.0,282.3859649122807,200.5,246.80454764057578,-41.0,1514.0,648.9295154185022,545.0,347.9716247729248,223.0,2051.0,567.5242290748898,466.0,341.99588969700574,180.0,1971.0,fixed,14.0,0.0,64598.0,Neutral,47_N_fixed
48,81.59281437125749,75.0,35.25315600477012,-109.0,198.0,399.9457831325301,270.5,324.139032197962,143.0,2352.0,316.9457831325301,190.5,324.6370515276014,55.0,2265.0,234.20481927710844,119.0,319.4699685809586,-57.0,2129.0,317.2048192771084,193.0,317.77921663017594,55.0,2216.0,717.5939393939394,534.0,455.47404810771644,249.0,2546.0,634.8,456.0,452.702955428456,190.0,2418.0,fixed,7.0,0.0,52722.0,Angry,48_A_fixed
48,92.8177570093458,83.5,37.45782558148286,28.0,281.0,333.8732394366197,290.0,167.7208425502844,140.0,1238.0,241.8544600938967,187.0,162.6408314015149,26.0,1078.0,149.27699530516432,104.0,166.1072433938699,-77.0,1009.0,241.29577464788733,193.0,170.20623403595908,-9.0,1169.0,573.2783018867924,500.5,231.37604627018771,300.0,1646.0,481.3490566037736,404.0,227.01650533780196,219.0,1575.0,fixed,7.0,0.0,51659.0,Neutral,48_N_fixed
48,112.61971830985915,111.0,32.11321558989266,45.0,254.0,479.4255319148936,408.0,277.01003679708464,189.0,1941.0,366.6595744680851,292.0,277.02967426889825,102.0,1830.0,253.9787234042553,184.0,277.1292495797662,-33.0,1690.0,366.74468085106383,302.0,276.4001086482968,109.0,1801.0,845.9357142857143,733.0,371.9974319303771,411.0,2165.0,733.0285714285715,612.0,374.2499250127448,270.0,2085.0,fixed,2.0,0.0,51803.0,Sad,48_S_fixed
49,106.33333333333333,101.0,47.145165888632384,48.0,459.0,395.5379746835443,308.0,248.7673211605588,168.0,1513.0,291.4367088607595,215.0,251.03367027558144,69.0,1447.0,185.27848101265823,108.0,247.6581749829683,-215.0,1337.0,289.37974683544303,210.5,245.75798793077433,-138.0,1403.0,684.1847133757962,582.0,315.80214963413266,311.0,1734.0,579.9108280254777,468.0,319.44712607309714,223.0,1658.0,fixed,3.0,0.0,46181.0,Calm,49_C_fixed
49,-307222222135.26733,92.0,626408872809.4247,-1580000000000.0,485.0,-308292682612.2474,278.0,627239103733.8204,-1580000000000.0,1619.0,247.31010452961672,179.0,232.9473919472463,1.0,1326.0,308292683073.3693,157.0,627239103506.3829,-280.0,1580000000000.0,226.79094076655053,187.0,295443248842.6725,-1580000000000.0,1580000000000.0,-309370628831.5874,505.0,628072201706.7433,-1580000000000.0,2371.0,493.7832167832168,437.5,341.50139379356756,33.0,2078.0,fixed,12.0,9.0,71064.0,Neutral,49_N_fixed
52,75.64880952380952,71.0,22.617660388478104,34.0,166.0,400.01197604790417,267.0,323.3072690447216,165.0,1955.0,324.377245508982,197.0,323.70426814309053,70.0,1894.0,248.562874251497,126.0,325.4152221487906,-59.0,1851.0,324.1976047904192,194.0,324.9164904669521,51.0,1912.0,723.0843373493976,517.0,442.4566872777843,298.0,2124.0,647.343373493976,460.0,441.6275094892091,228.0,2061.0,fixed,6.0,0.0,54219.0,Calm,52_C_fixed
52,76.75714285714285,74.5,21.908095801646823,25.0,158.0,470.8038277511962,282.0,656.7519543942467,144.0,6887.0,394.11483253588517,201.0,656.621207262616,75.0,6787.0,317.23444976076553,125.0,656.9105046467139,-15.0,6723.0,393.92344497607655,201.0,657.0017810211767,61.0,6823.0,859.6201923076923,550.0,898.7289494694467,273.0,7028.0,782.8894230769231,474.0,898.6757849511895,213.0,6953.0,fixed,2.0,0.0,82421.0,Neutral,52_N_fixed
53,92.88372093023256,90.0,22.903008614973963,47.0,175.0,532.7368421052631,364.0,472.7332736201421,170.0,3210.0,440.30409356725147,280.0,471.99375735611596,64.0,3141.0,347.27485380116957,183.0,469.0010791525985,-26.0,3009.0,439.7076023391813,265.0,469.68870404404066,59.0,3078.0,962.5941176470589,729.5,608.5072480842856,333.0,3458.0,870.1764705882352,639.0,607.820213929121,205.0,3368.0,fixed,8.0,0.0,75360.0,Calm,53_C_fixed
53,92.2132701421801,84.0,40.752294872196885,2.0,574.0,523.9,335.0,444.1029391640667,84.0,2956.0,432.0047619047619,242.0,443.0607602776282,3.0,2829.0,339.9809523809524,148.0,443.6451334345293,-48.0,2712.0,431.87619047619046,240.0,445.06087310626066,3.0,2839.0,958.6267942583733,708.0,614.618381012654,297.0,3093.0,866.7751196172248,602.0,613.2124444842084,194.0,3019.0,fixed,6.0,0.0,90853.0,Neutral,53_N_fixed
55,100.3030303030303,85.0,68.72501091238628,33.0,719.0,667.8475609756098,260.0,2910.370186211981,140.0,30445.0,568.3536585365854,178.0,2872.217182399334,30.0,29726.0,468.4573170731707,89.0,2875.4876723775415,-224.0,29658.0,567.9512195121952,172.0,2913.5150945541404,-57.0,30377.0,1239.282208588957,434.0,4083.350959159544,240.0,30718.0,1139.79754601227,355.0,4054.1681754167334,142.0,30221.0,fixed,3.0,0.0,93377.0,Calm,55_C_fixed
55,90.99532710280374,78.0,46.39820476367122,22.0,495.0,356.3192488262911,252.0,308.2751335686866,120.0,2054.0,266.32394366197184,171.0,298.20151670557647,41.0,1985.0,175.2582159624413,96.0,305.4537824265548,-169.0,1891.0,265.2535211267606,170.0,315.08844453057003,-83.0,1960.0,623.9198113207547,453.0,419.01346355317366,213.0,2238.0,534.1792452830189,374.5,412.7856425267294,139.0,2169.0,fixed,5.0,0.0,56803.0,Neutral,55_N_fixed
56,14.792207792207792,13.0,12.112045171276813,5.0,129.0,568.6666666666666,342.0,748.1644643990209,17.0,6400.0,553.9346405228758,332.0,745.116863610586,11.0,6387.0,539.1111111111111,316.0,745.0942677515761,5.0,6375.0,553.843137254902,329.0,748.1290094000383,11.0,6388.0,1123.7302631578948,827.0,1021.4703593213636,51.0,7316.0,1109.1776315789473,811.0,1019.618965980788,43.0,7306.0,fixed,0.0,0.0,84762.0,Calm,56_C_fixed
56,-23939393888.714287,22.0,193214784469.0503,-1580000000000.0,393.0,-24043477829.47391,329.5,193628798002.96356,-1580000000000.0,9058.0,388.1586956521739,272.0,544.1186942295402,14.0,9039.0,24043478597.16522,224.0,193628797907.42923,-102.0,1580000000000.0,380.7369565217391,272.0,104295541193.54303,-1580000000000.0,1580000000000.0,-24148470806.120087,632.5,194045483636.07706,-1580000000000.0,9241.0,775.2183406113537,583.0,742.8557236662272,38.0,9222.0,fixed,0.0,0.0,104536.0,Neutral,56_N_fixed
56,-23939393888.714287,22.0,193214784469.0503,-1580000000000.0,393.0,-24043477829.47391,329.5,193628798002.96356,-1580000000000.0,9058.0,388.1586956521739,272.0,544.1186942295402,14.0,9039.0,24043478597.16522,224.0,193628797907.42923,-102.0,1580000000000.0,380.7369565217391,272.0,104295541193.54303,-1580000000000.0,1580000000000.0,-24148470806.120087,632.5,194045483636.07706,-1580000000000.0,9241.0,775.2183406113537,583.0,742.8557236662272,38.0,9222.0,fixed,2.0,0.0,74162.0,Neutral,56_N_fixed
56,60.16438356164384,40.0,61.87583480887893,5.0,392.0,525.3482758620689,390.5,499.9392206108413,21.0,3938.0,465.62068965517244,313.5,496.6476554742848,14.0,3924.0,405.5896551724138,251.0,507.4436173666083,-174.0,3914.0,465.31724137931036,321.5,506.0536331580893,-84.0,3928.0,992.8854166666666,805.5,651.3665324893603,41.0,4013.0,933.1388888888889,738.0,653.9085553509225,32.0,3999.0,fixed,0.0,0.0,76885.0,Sad,56_S_fixed
56,60.16438356164384,40.0,61.87583480887893,5.0,392.0,525.3482758620689,390.5,499.9392206108413,21.0,3938.0,465.62068965517244,313.5,496.6476554742848,14.0,3924.0,405.5896551724138,251.0,507.4436173666083,-174.0,3914.0,465.31724137931036,321.5,506.0536331580893,-84.0,3928.0,992.8854166666666,805.5,651.3665324893603,41.0,4013.0,933.1388888888889,738.0,653.9085553509225,32.0,3999.0,fixed,1.0,1.0,58304.0,Sad,56_S_fixed
58,105.78709677419354,102.0,42.073835392479154,-141.0,212.0,486.9415584415584,377.5,320.24841740411915,147.0,1763.0,379.23376623376623,259.0,325.54984743678637,78.0,1698.0,271.84415584415586,157.5,329.60079101272015,-37.0,1574.0,379.55194805194805,263.5,323.47827845184173,42.0,1639.0,868.2222222222222,698.0,431.293147684688,280.0,2309.0,760.8888888888889,582.0,430.9034046651834,211.0,2176.0,fixed,3.0,0.0,58543.0,Angry,58_A_fixed
58,110.23312883435582,109.0,39.81664310994873,37.0,239.0,524.1358024691358,357.5,558.8298722899821,163.0,5571.0,413.6358024691358,236.5,566.7565862228612,2.0,5503.0,303.11728395061726,136.0,570.1207716208653,-54.0,5358.0,413.61728395061726,240.5,561.353235586236,41.0,5426.0,940.4596273291926,752.0,798.448714647572,253.0,6150.0,829.9503105590062,636.0,807.8034321637463,171.0,6082.0,fixed,6.0,0.0,67073.0,Calm,58_C_fixed
58,113.1743119266055,116.0,38.05863994881651,47.0,217.0,452.3240740740741,357.0,288.7811585714408,193.0,1468.0,339.3611111111111,235.0,295.3645761868603,104.0,1409.0,226.30555555555554,123.5,296.9278983040786,-60.0,1348.0,339.26851851851853,245.0,290.10048553894944,49.0,1404.0,785.4299065420561,649.0,376.17875398036193,336.0,2068.0,672.981308411215,508.0,380.8476885993657,235.0,1910.0,fixed,0.0,0.0,36777.0,Happy,58_H_fixed
58,114.78048780487805,116.0,41.689863461603636,42.0,276.0,477.54901960784315,350.0,368.123536970866,145.0,3063.0,362.7598039215686,229.5,372.7549098399826,70.0,2951.0,248.47058823529412,126.5,374.1235723748891,-98.0,2826.0,363.2598039215686,243.0,367.7451143322402,5.0,2938.0,841.3054187192118,677.0,489.3925870683196,307.0,3583.0,726.8226600985222,548.0,493.5655664598869,229.0,3471.0,fixed,3.0,0.0,74218.0,Neutral,58_N_fixed
58,109.70344827586207,100.0,46.11596556176057,40.0,287.0,502.0486111111111,333.0,474.53284101403847,169.0,4280.0,391.8611111111111,206.0,483.05572527590823,72.0,4141.0,281.9791666666667,115.0,490.91321308325,-123.0,4046.0,392.1666666666667,234.5,481.56583179213436,22.0,4185.0,891.3776223776224,726.0,650.4208475535938,314.0,4721.0,781.2727272727273,587.0,659.1137795493321,231.0,4663.0,fixed,2.0,0.0,56512.0,Sad,58_S_fixed
61,109.47395833333333,98.0,66.75523274160379,-104.0,692.0,407.84293193717275,296.0,376.05480625175204,143.0,3203.0,299.0890052356021,192.0,357.113099340509,62.0,3016.0,188.4973821989529,87.0,369.70500152284353,-607.0,2950.0,297.25130890052355,195.0,388.33234502890207,-532.0,3137.0,706.6210526315789,517.5,506.53641138853783,268.0,3442.0,597.9684210526316,422.5,495.4245670563748,177.0,3255.0,fixed,17.0,2.0,57230.0,Angry,61_A_fixed
61,-12440944782.074802,94.0,139924974459.48093,-1580000000000.0,561.0,-12490118095.01581,267.0,140200129468.37335,-1580000000000.0,12039.0,382.9367588932806,177.0,1013.0067710567952,40.0,11881.0,12490118852.454546,82.0,140200129400.62692,-482.0,1580000000000.0,377.55731225296444,176.0,199061289118.19302,-1580000000000.0,1580000000000.0,-12539681688.650793,458.5,140476914048.8563,-1580000000000.0,12228.0,767.468253968254,370.5,1437.7653543355452,209.0,12094.0,fixed,23.0,1.0,97017.0,Neutral,61_N_fixed
63,107.36645962732919,97.0,38.97221597513313,50.0,347.0,420.01875,313.5,273.78825017800636,187.0,1973.0,312.8625,221.0,269.6623672216749,56.0,1849.0,205.375,116.0,277.99329773378645,-126.0,1766.0,312.53125,212.0,282.46471192470113,-38.0,1890.0,734.3459119496855,603.0,372.2842079464917,300.0,2298.0,627.188679245283,495.0,367.03621677974974,198.0,2184.0,fixed,1.0,0.0,50146.0,Calm,63_C_fixed
63,100.68018018018019,93.0,34.192712620490916,64.0,343.0,455.868778280543,289.0,461.9822959740996,122.0,3331.0,355.21719457013575,192.0,460.2145229754799,41.0,3238.0,254.38009049773757,94.0,463.040210665034,-151.0,3105.0,355.0316742081448,192.0,464.6535404239894,-36.0,3198.0,813.0636363636364,554.5,694.5136503653431,257.0,6123.0,712.4363636363636,458.5,693.7989987931968,178.0,6035.0,fixed,7.0,0.0,78569.0,Neutral,63_N_fixed
65,80.21935483870968,75.0,37.92307164797476,-80.0,379.0,361.461038961039,285.5,207.14480215624874,167.0,1104.0,282.14285714285717,203.0,207.22304703665552,96.0,1027.0,200.88311688311688,125.5,211.31718711289565,-119.0,963.0,280.2012987012987,197.0,210.74152864048224,-22.0,1040.0,644.4901960784314,534.0,320.53828323879173,283.0,1820.0,565.2875816993464,449.0,319.5850861335394,228.0,1747.0,fixed,2.0,0.0,43530.0,Angry,65_A_fixed
65,91.65546218487395,84.0,39.387812584164045,18.0,305.0,408.5400843881857,328.0,264.01289507861054,154.0,2513.0,317.7848101265823,233.0,260.57589435218796,88.0,2433.0,226.1054852320675,151.0,267.9798275584551,-99.0,2415.0,316.8607594936709,237.0,270.4265494834456,-9.0,2495.0,725.7457627118644,617.0,360.6764728493881,338.0,2911.0,634.9067796610169,527.0,360.98680325470804,215.0,2831.0,fixed,20.0,0.0,75401.0,Neutral,65_N_fixed
65,107.51470588235294,105.5,31.181900090375947,46.0,221.0,452.22962962962964,390.0,232.27987302829513,176.0,1755.0,344.51851851851853,272.0,231.81155019489216,70.0,1643.0,237.11851851851853,168.0,231.96197745075258,-61.0,1510.0,344.8296296296296,287.0,231.46011360526094,76.0,1622.0,795.2388059701492,706.0,327.68587514338856,420.0,2021.0,687.3358208955224,586.5,328.3039107366224,255.0,1909.0,fixed,4.0,0.0,46633.0,Sad,65_S_fixed
67,74.98360655737704,65.0,33.07766558327484,31.0,310.0,297.8512396694215,251.0,146.9322214014013,155.0,949.0,224.8099173553719,180.0,147.27583610635676,49.0,918.0,149.88429752066116,110.0,154.9810843341129,-125.0,847.0,222.92561983471074,177.0,153.40231230815135,-24.0,878.0,518.8333333333334,460.5,200.42326360439677,281.0,1307.0,446.025,376.5,198.52470423923893,216.0,1240.0,fixed,5.0,0.0,27284.0,Happy,67_H_fixed
67,89.19672131147541,82.0,40.29263482511225,23.0,480.0,371.1482352941176,264.0,474.87209216574183,132.0,6128.0,283.57176470588234,179.0,475.9222131551254,36.0,6065.0,194.56470588235294,93.0,480.2228955513935,-202.0,5991.0,282.1411764705882,176.0,478.3236389800353,-55.0,6054.0,655.4728132387706,488.0,685.880227058998,240.0,7012.0,568.1016548463357,399.0,685.6601735029243,155.0,6949.0,fixed,2.0,0.0,59250.0,Neutral,67_N_fixed
67,89.19672131147541,82.0,40.29263482511225,23.0,480.0,371.1482352941176,264.0,474.87209216574183,132.0,6128.0,283.57176470588234,179.0,475.9222131551254,36.0,6065.0,194.56470588235294,93.0,480.2228955513935,-202.0,5991.0,282.1411764705882,176.0,478.3236389800353,-55.0,6054.0,655.4728132387706,488.0,685.880227058998,240.0,7012.0,568.1016548463357,399.0,685.6601735029243,155.0,6949.0,fixed,11.0,4.0,61527.0,Neutral,67_N_fixed
67,114.625,108.5,34.8656480019521,35.0,237.0,516.7682119205298,431.0,304.0855020923909,238.0,2920.0,402.0066225165563,317.0,304.4815155131477,98.0,2793.0,287.29801324503313,203.0,303.7361090311125,-45.0,2643.0,402.05960264900665,323.0,303.0848337080579,93.0,2770.0,918.8733333333333,812.0,416.3363911061392,420.0,3200.0,804.22,695.0,419.3213255892905,280.0,3073.0,fixed,7.0,0.0,60805.0,Sad,67_S_fixed
70,90.63306451612904,85.0,48.38867639775017,11.0,555.0,513.9186991869918,316.0,658.2583897292255,60.0,7756.0,424.4512195121951,231.5,653.2161779700284,19.0,7645.0,333.9268292682927,151.5,650.5786268593766,-156.0,7502.0,423.3943089430894,227.5,654.7560653482615,-66.0,7613.0,938.7622950819672,622.5,917.3390983999032,274.0,7904.0,849.483606557377,543.0,907.6118959332856,228.0,7793.0,fixed,7.0,0.0,64216.0,Happy,70_H_fixed
70,90.63306451612904,85.0,48.38867639775017,11.0,555.0,513.9186991869918,316.0,658.2583897292255,60.0,7756.0,424.4512195121951,231.5,653.2161779700284,19.0,7645.0,333.9268292682927,151.5,650.5786268593766,-156.0,7502.0,423.3943089430894,227.5,654.7560653482615,-66.0,7613.0,938.7622950819672,622.5,917.3390983999032,274.0,7904.0,849.483606557377,543.0,907.6118959332856,228.0,7793.0,fixed,3.0,0.0,40407.0,Happy,70_H_fixed
